,0,1,2,3,4,5,6,7
662,6.5,67,Bertha Bay-Sa Pan,Bertha Bay-Sa Pan,A 30-something career woman tries to find the balance between her demanding family and her perfect new boyfriend.,106,Almost Perfect,tt1249158
663,5.3,22,George Ratliff,Douglas Stone,Set in the world of mega-churches in which a former Deadhead-turned-born again-Christian finds himself on the run from fundamentalist members of his mega-church who will do anything to protect their larger-than-life pastor.,96,Salvation Boulevard,tt1251743
664,6.5,No tiene datos,Ran Yan,Ran Yan,No tiene datos,102,Yun xia de ri zi,tt12531268
665,6.0,49,Tarsem Singh,Charley Parlapanides,"Teseo es un hombre mortal escogido por Zeus para liderar la lucha contra el despiadado rey Hiperión, en una destructiva misión a través de Grecia en busca de un arma que podría destruir la humanidad.",110,Immortals,tt1253864
666,5.7,No tiene datos,Lucas Mercado,Lucas Mercado,Neighborhood buddies with their respective jobs that includes sexual favors as side dish.,84,Trabajador,tt12541454
667,No tiene datos,No tiene datos,Yunfei Lu,Xiaoying HuangYunfei Lu,No tiene datos,91,Qi yue yu he,tt12563644
668,No tiene datos,No tiene datos,K. D.,Anil Singh,No tiene argumento,138,Ek Wada Pran Jaaie Par Vachan Na Jaaie,tt12580488
669,7.2,No tiene datos,Ramiro Hernandez,"Ramiro Hernandez, Stephanie Greco, Chip Street",No tiene argumento,95,Phoenix Falling,tt1258205
670,5.2,No tiene datos,D.W. Brown,D.W. Brown,Un joven decente pero problemático es enviado a una institución psiquiátrica para criminales dementes y pronto se encuentra luchando por su vida contra fantasmas dentro de su cabeza y enemigos muy reales a su alrededor.,95,Desde el interior,tt1260365
671,3.4,10,Curt A. Sindelar,Charlie Armstrong,Three companies of paratroopers travel in a deadly mission to France to prepare the drop zone for the airborne attack on the D-Day. They have to install an Eureka transmitter and searchlight to guide the planes in the Normandy invasion.,100,"Exploradores, en compañía de extraños",tt1260680
672,4.8,62,David Lisle Johnson,Joseph Ferrugio,"A harrowing journey down the dark spiral of drug addiction. As Stephen Jameson's carefully constructed life slowly falls apart, his belief system is shattered when he discovers that he's no longer the functioning addict that he once was. Uncompromising and unwaveringly honest, IN MY POCKET pulls no punches as it not only dares you to peer into the edge of the abyss...... Leer todo",94,In My Pocket,tt1261420
673,5.3,38,Ryan Charles,Josh Folan,"Creature of habit, Jon Smith, spends his days mindlessly working as a barista in New York City. When night falls, this seeming everyman savagely kills ""filthy women"" as his social outlet. A chance encounter with Delia, a young prostitute searching for an escape from her troubled past, forces Jon to confront the most terrifying thing he has ever faced in all his dark a... Leer todo",83,All God's Creatures,tt1261964
674,6.0,No tiene datos,Juan Felipe Orozco,Esteban Orozco,A former guerrilla is reluctantly drawn into the vengeance scheme of one of his victims.,90,Saluda al diablo de mi parte,tt1262415
675,5.8,97,Henry Barrial,Henry Barrial,"A man wakes up alone in the middle of the desert with a black hood on his head and his hands tied behind his back. At death's door, he is discovered by a woman living alone in the desert and is nursed back to health. Upon regaining consciousness, the man realizes he has amnesia, and has no idea who he is. His only clue, a piece of paper in his pocket with the name ""Ma... Leer todo",90,Pig,tt1262414
676,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,92,Fremdkörper,tt1263743
677,6.9,No tiene datos,Marv Z Silverman,Marv Z Silverman,"It's been almost 30 years since the King died. But was he really dead? In 1977, he was whisked away to another galaxy, but now, the King returns. As he doesn't want anyone to know who he really is, he enters an Elvis impersonator contest in Las Vegas. And the trouble begins...",101,Memphis Rising: Elvis Returns,tt1265295
678,6.6,No tiene datos,Johannes Schmid,"Michaela Hinnenthal, Thomas Schmid, Nora Lämmermann",A young German girl searches for her Russian sailor father in Poland.,90,Wintertochter,tt1266038
679,No tiene datos,No tiene datos,Evre Türkel,"Ahu Tuba Çat, Onur Kiris, Kenan Ece",No tiene argumento,100,Bul Beni,tt12690500
680,No tiene datos,No tiene datos,Abdullah Sekeroglu,"Abdullah Sekeroglu, Halil Ibrahim Kalaycioglu, Gazanfer Ündüz",No tiene argumento,90,Çok Mu Komik?,tt12691084
681,6.1,No tiene datos,K. Madesh,"K. Madesh, K.V. Raju, Gautham Vasudev Menon","The conscientious policeman ACP Surya is a powerful and efficient officer who works for law and order and protects people. One day when he is chasing criminals, he meets Maya and falls in love with her. He had previously thought that no woman could ever touch his heart again. Therefore he behaves a little awkwardly and cannot find the right words. Maya, on the other h... Leer todo",143,Dandam Dashagunam,tt12700440
682,7.2,No tiene datos,Kivmars Bowling,Kivmars Bowling,"A woman on the run has one night to find her estranged, homeless father on the streets of Berlin - under cover of darkness the secrets of their East German past come to light.",76,Más tarde,tt1270256
683,7.0,55,Lee Tamahori,Michael Thomas,"Con su vida y su familia en juego, Latif decide renunciar a su antiguo yo para siempre a medida que aprende a caminar, hablar y actuar como Uday.",109,El doble del diablo,tt1270262
684,6.5,100,Avantika Hari,Avantika Hari,"Set in modern Birmingham, ""Land Gold Women"" revolves around a small British Asian family caught between their traditional past and the tumultuous, faction-driven present. Nazir Ali Khan, a soft-spoken, 45-year-old professor of History at a University in Birmingham, emigrated from India in the 1980's. He made Birmingham his home with his conservative wife Rizwana and t... Leer todo",102,Land Gold Women,tt1270267
685,9.1,No tiene datos,Suneel Kumar Reddy,Suneel Kumar Reddy,No tiene argumento,No tiene datos,Gangaputrulu,tt12735950
686,6.5,No tiene datos,Vladimir Kott,Vladimir Kott,"In present day Moscow three childhood friends in their forties - former school band players - live their everyday lives of a police officer, a taxi driver and a surgeon. They have lost track of each other. Three stories of betrayal, love and ageing are told in parallel. In fact, unknown to our heroes, their paths cross and their lives become connected. But they are no... Leer todo",104,Gromozeka,tt1273803
687,3.8,0,Imran Naqvi,John Stanley,"A feature length thriller/horror set in post-apocalyptic London starring Danny Dyer, Tamer Hassan, Simon Phillips, Ronan Vibert, Sebastian Street, Daisy Head, Rita Ramnani and John Mawson. The film tells the story of a cataclysmic event that leaves only 7 remaining people on earth and their desperate struggle to understand the events as they are hunted one by one by a... Leer todo",84,The Last Seven,tt1274273
688,No tiene datos,No tiene datos,Max E. Barnes Herrlander,"Max E. Barnes Herrlander, John Ström",No tiene argumento,60,Henry,tt12818344
689,5.8,50,Kate Connor,Kate Connor,A drama based on a true story when the Stirn family lived next to a Nazi POW camp in Wisconsin during W.W.II.,100,Fort McCoy,tt1282046
690,6.7,No tiene datos,Matt Wilkins,"Brent Curtis, Eliza Fox, Frances Hearn",No tiene argumento,No tiene datos,Marrow,tt1282100
691,No tiene datos,No tiene datos,Guoxing Chen,Mantang Gao,No tiene datos,90,Guo ming yi,tt12825922
692,5.6,No tiene datos,Thulasidas,"Mukesh, Siddique, Megha Nair","Mahadevan is a live witness of Radhika's hit-and-run accident. His helpful gesture of taking Radhika to the hospital, however, lands him in trouble when he is confronted by Meera, Radhika's friend.",134,Killadi Raman,tt12828476
693,3.9,No tiene datos,Basheer,"Basheer, Kumar Nanda",Three children befriend a spirit and take him home. The spirit helps the children to overcome their problems but things get tough for the spirit when an evil sorcerer tries to hunt him down.,103,Kottarathil Kutty Bhootham,tt12833086
694,No tiene datos,No tiene datos,Milind Pednekar,"Priya Arun Berde, Ramesh Bhatkar, Bharat Jadhav",Yamunabai a well known Tamasha dancer her husband Vishwasrao Sarpotdar wants to shift London to set up a business and wants to take her and their son Shekar along.Yamuna hesitates as she as many people from the troupe dependent on her who would die hungry if she quits so Vishwasrao takes Shekar along with him so that he can give him better education.Years later Shekar... Leer todo,No tiene datos,Tamasha Haach Khel Udya Punha,tt12833442
695,6.1,No tiene datos,Ravi Kumar,Ravi Kumar,"Raj is happily married to Priya. But things turn awry when his former lover, Sonia accuses him of rape after he refused to fall for her sexual advances.",135,Shrimathi,tt12875806
696,No tiene datos,No tiene datos,Darnell Anderson,Corey Harris,No tiene datos,63,Jordan's River Movie,tt12898366
697,8.1,84,Gavin O'Connor,Gavin O'Connor,"El hijo pequeño de un exboxeador alcohólico vuelve a casa, donde su padre le entrena para un torneo de artes marciales mixtas - un camino que le llevará a enfrentarse a su hermano mayor, del que se ha distanciado.",140,Warrior,tt1291584
698,8.1,No tiene datos,Ed Rinkiewicz,Ed Rinkiewicz,"This is the story of the heroic psychological journey of Tom, a depressed insomniac locked in a small Chinatown studio that he's afraid to leave. Grieving the loss of his wife and daughter, and tormented by memories of a dysfunctional family, he hallucinates about his childhood heroes: Ben Franklin, a samurai, a '70's sitcom star, and a comic book hero--all of whom he... Leer todo",93,The Ride of Tom & Valkyrie,tt1292650
699,8.4,No tiene datos,Diane Kern,Diane Kern,No tiene argumento,76,Bloom,tt1293086
700,2.2,No tiene datos,Tino Struckmann,"Vito Lapiccola, Tino Struckmann","A criminal ring kidnaps women and sells them to wealthy clients. When they kidnap the wife of an ARMY Ranger, their plans change dramatically, when he finds the abandoned Prison where they are held. a deadly cat and mouse game begins as he hunts them while trying to save the women from being sold and shipped away",91,Code 207,tt1295026
701,5.4,No tiene datos,Brandon Trost,Jason Trost,"In a post apocalyptic future, two rival gangs fight for control of Frazier Park by playing ""Beat Beat Revelation"", a deadly version of Dance, Dance, Revolution(TM).",82,The FP,tt1296373
702,5.1,No tiene datos,Sophiah Koikas,Sophiah Koikas,"A woman's' last ride in a taxi on her way into a retirement home, while making a last attempt to have a visit with her children.",60,The Lady and the Taxi Driver,tt1297282
703,6.6,43,Kike Maíllo,Sergi Belbel,Un genio tímido es contratado por su antigua universidad para diseñar un software para robots.,94,Eva,tt1298554
704,8.0,No tiene datos,Allan Gustafsson,"Matthew Allen, Allan Gustafsson, Jon Holmberg",A group of old friends gather to celebrate Midsummer's Eve in the Archipelago outside of Stockholm. As always the expectations are high but time has passed since they hanged out together and relationships aren't what they used to be.,No tiene datos,Juni,tt1298840
705,No tiene datos,No tiene datos,Sujit Kumar Puri,Sujit Kumar Puri,No tiene argumento,No tiene datos,Mister Tangewala,tt13011918
706,5.4,No tiene datos,Leonid Fomin,Leonid Fomin,"A little boy, Kolya, accidently meets his father for the first time in his life. Father and son rediscover each other, overcoming inner misunderstandings as well as numerous obstacles in their life path.",82,First Time for Everything,tt1978440
707,3.6,99,Gregory Hatanaka,"Gregory Hatanaka, Tony T.L. Young",The lives and obsessions of a group of people run head on into each other during one summer in LA.,129,Violent Blue,tt1303773
708,No tiene datos,No tiene datos,Zhaohong Wei,Xiaoli FangYajin LiuXiaogeng Wang,No tiene datos,87,"Laifu, Laifu",tt13038778
709,No tiene datos,No tiene datos,Sergey Artsibashev,Nikolay ArtsibashevViktor DovzhenkoAleksey Dyakin,No tiene datos,No tiene datos,Kak possorilis...,tt13041650
710,7.0,No tiene datos,Michael J Roberts,Michael J Roberts,No tiene datos,47,The Story of Respect,tt1304621
711,7.6,93,Jonathan Levine,Will Reiser,"Adam es un joven de 27 años al que se le diagnostica un cáncer. Con la ayuda de su mejor amigo, su madre y una joven terapeuta de un centro de rehabilitación, Adam descubre cuáles son las cosas más importantes de la vida.",100,50/50,tt1306980
712,6.7,No tiene datos,Tuyet Le,Tuyet Le,"Sam and Gaby, 2 medical interns, are asked to investigate patient Sarah in a criminal case. But as they search for the truth, they witness unexplained events.",No tiene datos,Patient 17,tt1307067
713,6.2,No tiene datos,Jean van de Velde,Jean van de Velde,"The friends of soccer team Swift Boys 8 now come together only once a year to play a soccer match. As a result, over the years their friendship has become somewhat diluted.",123,All Stars 2: Old Stars,tt1307859
714,No tiene datos,No tiene datos,Frederick Aragon,Kc MathisEverette Scott Ortiz,No tiene datos,No tiene datos,Lost Saints and Other Stories,tt1307875
715,3.7,35,Carmen Marrón,Carmen Marrón,"A student must decide between follwing her dream to become a dancer, or to follow the wishes of her family.",105,Go for It!,tt1307926
716,8.1,No tiene datos,Sean Garland,Sean Garland,"The true story and Neo-Western biopic of Leo Kuntz, Vietnam vet turned North Dakota horse rancher and his fight to save the equine legacy of Sitting Bull in the inexorable face and juggernaut assault of the 21st Century.",60,NokotaHeart,tt1307990
717,6.7,No tiene datos,Seyfi Teoman,Baris Bicakci,La convivencia pacífica de dos solteros de treinta y tantos se ve interrumpida cuando ambos se enamoran de la encantadora joven que se muda con ellos.,102,Bizim Büyük Çaresizligimiz,tt1309178
718,6.5,No tiene datos,Nick Gaitatjis,Nick Gaitatjis,"Thanasis, a good-hearted cotton candy vendor from Athens, has been caring for little Melissa since she was a baby when her mother, an immigrant prostitute, thought it best to leave the girl behind while seeking fortune in America. Her unexpected appearance five years later has traumatic consequences when she takes her child away from Thanassis and leaves. Thanasis, su... Leer todo",97,Without Borders,tt1309575
719,4.5,9,Brent Huff,Irmgard Pagan,"Una mujer adinerada es incriminada por el asesinato de su marido y se enfrenta a una montaña de pruebas en su contra. Sin rendirse, comienza a recolectar las piezas de la verdadera historia.",101,Su última voluntad,tt1312222
720,5.8,31,Julian Farino,Ian Helfer,"La amistad entre las familias Walling y Ostroff se pone a prueba cuando Nina, la hija pródiga de los Ostroff, regresa a casa por vacaciones tras cinco años de ausencia y entabla un romance con David, cabeza de familia de los Walling.",90,La hija de mi mejor amigo,tt1313139
721,No tiene datos,No tiene datos,Tali Avrahami,Tali Avrahami,"An exciting drama set towards the end of the 19th century. Faigi, Fruma, Shayna and other girls must confront the everyday life of a small town against the abundant opportunities of the modern world.",120,Hagader,tt13148494
722,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Shura no hado kanketsu-hen,tt13155850
723,No tiene datos,No tiene datos,Shûji Kataoka,No tiene datos,No tiene datos,No tiene datos,Gokudo chushingura,tt13156092
724,7.0,No tiene datos,Brian Smolensky,Brian Smolensky,"Based on Actual Events, The Gadarene Swine is a modern-day parable that explores the consequences of keeping our demons locked inside of us. Told through three thematically connected vignettes, the movie graphically shows how our personal demons destroy lives - not only our own, but the lives of those around us. These compelling and heart-wrenching tales will force yo... Leer todo",88,The Gadarene Swine,tt1316047
725,6.6,No tiene datos,Ray Keller,Ray Keller,"David is a straight-laced fellow who is successful at his job, has many friends and material wealth. After his mother takes ill and he is wrongly accused of embezzlement, his life quickly unravels and he finds himself out on the streets.",119,Generosity,tt1316050
726,3.3,No tiene datos,Stephen Mack,Stephen Mack,No tiene datos,112,Last Winter,tt1316062
727,5.7,No tiene datos,Rico Johnson,David Kano,"In the hip-hop streets of Los Angeles, the dance battle reigns supreme. It has the power to crown any new king, kick down any fool, and settle any score.",83,Blaxican Brothers,tt1315932
728,6.2,40,Tara Johns,Tara Johns,"Elizabeth Alison Gray is just your average suburban 11-year-old waiting for adolescence to arrive when she finds out that her whole life has been a lie. With only her imagination to guide her, she runs away to find the truth.",95,The Year Dolly Parton Was My Mom,tt1316624
729,7.7,No tiene datos,Béla Tarr,László Krasznahorkai,Un granjero se enfrenta a la muerte de su leal caballo.,155,El caballo de Turín,tt1316540
730,5.7,12,Roland Joffé,Roland Joffé,"A raíz del horror de la Guerra Civil española, un candidato a la canonización es investigado por un periodista que descubre que su propio padre tenía una conexión profunda, oscura y devastadora con la vida del santo.",122,Encontrarás dragones,tt1316616
731,7.6,82,Rupert Wyatt,Rick Jaffa,Una sustancia diseñada para ayudar al cerebro a repararse a sí mismo da una inteligencia avanzada a un chimpancé que lidera un levantamiento de simios.,105,El origen del planeta de los simios,tt1318514
732,7.4,No tiene datos,Thomy Kessler,Thomy Kessler,"Fall, 1968. After many years Barbara visits her long time crush from high school, Howard. Bad timing, a serial killer is going around town.",No tiene datos,The Preening Swan,tt1319730
733,6.6,63,Jodie Foster,Kyle Killen,Un marido y ejecutivo con problemas adopta una marioneta de castor como su único medio de comunicación.,91,El castor,tt1321860
734,6.9,No tiene datos,Lech Majewski,Michael Francis Gibson,This movie focuses on a dozen of the five hundred characters depicted in Bruegel's painting. The theme of Christ's suffering is set against religious persecution in Flanders in 1564.,92,El molino y la cruz,tt1324055
735,7.4,No tiene datos,Matt Dunnerstick,Matt Dunnerstick,"The story of The Custom Mary involves two preachers and a scientist, who discover two drops of Jesus Christ's blood. They use this material to clone Christ and to impregnate the young Mary with Christ's DNA. Along the way, Mary becomes involved with a lowrider mechanic named Joe, but their relationship is tested when Mary's pregnancy does not go as planned. Mary under... Leer todo",81,The Custom Mary,tt1325019
736,4.9,No tiene datos,Bill Condon,Melissa Rosenberg,"Los Quileutes se acercan a los padres que esperan a Edward y Bella, cuyo hijo por nacer representa una amenaza para la Manada de Lobos y la gente de las ciudades de Forks.",117,La saga Crepúsculo: Amanecer - Parte 1,tt1324999
737,4.7,No tiene datos,Marcus Graves,Brandon Camp,A journalism student tracks a killer with the help of her detective father and a therapist.,83,Choose,tt1325723
738,No tiene datos,No tiene datos,Michael Schürger,"Michael Schürger, Joe Von Hutch",No tiene argumento,88,Far Rockaway,tt1326217
739,6.6,No tiene datos,Sean Ramsay,"David Fellowes, Sean Ramsay, Tony Weston","""While on a photo shoot in Prague, American journalist Sam Cassels learns that, Milan Kolik, a powerful Russian government official is nearby. Kolik made millions from the war and economic ruin in Russia and Sam wants to expose him. When photographing a Russian street prostitute being beaten by sex- slave traffickers, Sam becomes drawn into the world entwined within t... Leer todo",99,Victory Day,tt1329456
740,No tiene datos,No tiene datos,Ignacio Guarderas Merlo,"Olaia Comesaña Aragón, Sebastián Fernández Fuentes, Ignacio Guarderas Merlo","Olaia vive sola con su hijo Nico de 8. Su situación económica es mala. En el trabajo conoce a Sebas, un forastero que ha llegado de nuevas a instalarse en el pueblo. Olaia ve una solución: alquilar la habitación de Nico a Sebas.",74,Fiebre,tt13299792
741,No tiene datos,No tiene datos,Baomin Wang,Baomin Wang,No tiene argumento,110,The Drifting Boat,tt13315710
742,No tiene datos,No tiene datos,Mehdi Sabbaghzadeh,Niloufar Sharif,No tiene argumento,2011,Season of Life,tt13326392
743,5.3,31,Antti J. Jokinen,Antti J. Jokinen,"Cuando una joven doctora sospecha que puede que no esté sola en su nuevo loft de Brooklyn, se entera de que su casero ha desarrollado una obsesión aterradora con ella.",91,La víctima perfecta,tt1334102
744,No tiene datos,No tiene datos,Gilbert Nash,Gilbert Nash,No tiene datos,No tiene datos,A Time for Rain,tt1334285
745,5.2,11,J.T. O'Neal,J.T. O'Neal,"A dramedy about a recently widowed woman, living on a buffalo ranch in central Kansas, who hires a Norwegian soccer player to be a male au pair and help her raise two sons.",95,"Au Pair, Kansas",tt1334514
746,No tiene datos,No tiene datos,Prasad Pandit,"Sandeep Bhansali, Rupali Bhosale, Pushkaraj Chirputkar",Rajaram Sukhatme a retired person is fed up of his life due to daily taunts from his daughter in law and decides to give up his life but is saved by his grandson Raju who tells him that he should do things what he feels.Rajaram decides to complete his graduation and takes admission in same college as Raju at first he is made fun by professors and fellow students.But R... Leer todo,No tiene datos,Aajoba Vayat Aale,tt13353186
747,4.9,No tiene datos,Eric Stanze,"Eric Stanze, Jason Christ","In a flash of blood-drenched violence, Crystal Brewer's life has taken an unexpected turn. On the run from the law for her part in a gruesome drug-money heist gone wrong, she has become seduced into a seedy underworld of death and betrayal. Escaping into the night with her half-sister Kim, Crystal seeks refuge in a small Midwestern town to make sense of her life-threa... Leer todo",104,Ratline,tt1336005
748,4.3,17,Kris McManus,"Kris Mc, Manus","Four friends set out on a motorcycle adventure weekend, clocking up miles in an attempt to outrun their age and urban lifestyles. After bartering with a local land owner for a place to set up camp, they spend the night reminiscing over their wasted youth. The following morning they spot an ominous looking caravan, and decide to investigate. Within minutes, an idiotic ... Leer todo",84,Travellers,tt1336253
749,3.0,No tiene datos,Brian Skiba,Michael Z. Gordon,"In February of 2006, a documentary film crew from Dallas, Texas followed a young woman as she began her career in the porn industry. By March, she had disappeared.",94,Slaughter Creek,tt1336106
750,No tiene datos,No tiene datos,S. Sivaraman,No tiene datos,No tiene datos,No tiene datos,Sollitharava,tt13393344
751,No tiene datos,No tiene datos,S.A. Selvakumar,SelvamTharuna,No tiene datos,No tiene datos,Pazhagiyathe Pirivatharka,tt13393356
752,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Vazhividu Kanney Vazhividu,tt13394260
753,7.0,84,Tomas Alfredson,John le Carré,"En los días más oscuros de la Guerra Fría, el veterano del espionaje George Smiley se ve forzado a abandonar su jubilación para encontrar a un topo soviético en el MI6.",127,El topo,tt1340800
754,6.9,60,Mark Dennis,Mark Dennis,"In the wake of his daughter's death, a troubled musician seeks out an experimental therapist to turn his life around. When the therapist calls for him to leave everything behind and take on a new identity, the musician realizes his new life isn't what it seems and his therapist is using patients to commit vigilante crimes. After eight years as a criminal, he sneaks ba... Leer todo",98,Strings,tt1340799
755,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Youthful Journeys of the World,tt1341343
756,5.2,17,Mike Sears,Martin Dugard,"A talented high school lacrosse player deals with the pain from his military dad's death, a resentful new coach, and consequences of his own arrogance.",86,Corazón de guerrero,tt1341340
757,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,120,Naan Sivanagiren,tt13427258
758,No tiene datos,No tiene datos,Chinnijayanth,ChinnijayanthPriya Sharma,No tiene datos,No tiene datos,Neeye En Kadhali,tt13426850
759,No tiene datos,No tiene datos,R.K.R. Aathimoolam,R.K.R. Aathimoolam,No tiene datos,120,Marudhavelu,tt13427348
760,No tiene datos,No tiene datos,A. Senthil Anandhan,V. RishirajSowndaryaSubash,No tiene datos,No tiene datos,Karuthakannan Rekla Race,tt13426388
761,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,149,Mahaan Kanakku,tt13426720
762,No tiene datos,No tiene datos,N. Sundareswaran,"Prithvi Rajan, Singampuli",No tiene argumento,No tiene datos,Padhinettan Kudi Ellai Arambam,tt13426466
763,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Konjam Sirippu Konjam Kobam,tt13427204
764,No tiene datos,No tiene datos,Madhavan .N.S.,NatasshaRamesh Ram,No tiene datos,No tiene datos,Keezha Theru Kicha,tt13427144
765,No tiene datos,No tiene datos,Kataka Thirumavalavan,KarthinJai,No tiene datos,No tiene datos,Venmani,tt13426944
766,No tiene datos,No tiene datos,Thambi Durai,Rethuthu,No tiene datos,121,Paavi,tt13426624
767,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Thigattadha Kadhal,tt13435818
768,No tiene datos,No tiene datos,Dharmaraj,AjayMeera KrishnanVasu Vikram,No tiene datos,No tiene datos,Aaranin Kaaval,tt13439502
769,No tiene datos,No tiene datos,Balu Manivannan,GayathriUrmila MatondkarSekar,No tiene datos,No tiene datos,Aasaipadugiren,tt13439254
770,No tiene datos,No tiene datos,A. Sreedhar,No tiene datos,No tiene datos,No tiene datos,Oru Santhippil,tt13439264
771,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Arumbu Meesai Kurumbu Paarvai,tt13439240
772,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Mathikettan Saalai,tt13439112
773,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,125,Ayudha Porattam,tt13439124
774,6.4,No tiene datos,Krishna Devan,Krishna Devan,"Married professor misbehave with his student, Professor wife was misbehaved by a sales man, and a professor wife's friend was misbehaved with the professor.",112,Anaagarigam,tt13439244
775,No tiene datos,No tiene datos,L. Muthukumarasamy,L. Muthukumarasamy,No tiene datos,145,Sagakkal,tt13439176
776,No tiene datos,No tiene datos,M. Anbu,PrabhaPoochi SethiMayya Unni,No tiene datos,No tiene datos,Mittai,tt13439128
777,No tiene datos,No tiene datos,Vishva Dhanush,Kadhal DhandapaniThalaivasal VijayVishnupriyan,No tiene datos,No tiene datos,Kadhal Meipada,tt13439348
778,No tiene datos,No tiene datos,Madhuvannan,No tiene datos,No tiene datos,No tiene datos,Nalamdhana,tt13439632
779,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,135,Bodinayakanur Ganesan,tt13439226
780,No tiene datos,No tiene datos,Ekadhasi,"Ansiba, Rasu Madhuravan, Manobala",The story revolves around a village where a teenage couple were loved in their school. But unfortunately the girl gets married to a evil man. However the story goes thrillingly.,No tiene datos,Konjam Veyil Konjam Mazhai,tt13439184
781,No tiene datos,No tiene datos,Veerapandian,Veerapandian,"The film begins with Vallal (Vimal Natarajan) and Vennila (Supraja) eloping from their remote village and they take the train. In the train, they meet Bharathi (Sathish) and Shwetha (Aishwarya Rajesh) but the young lovers soon leave them. The next day, in Nagercoil, Vallal and Vennila who have no money struggle to survive. That night, Bharathi and Shwetha find the you... Leer todo",135,Avargalum Ivargalum,tt13439410
782,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt13439440
783,No tiene datos,No tiene datos,Sriraam Padmanabhan,Jagan,"The story begins with Vasanth (Sanjay) who works in the sub registrar office. He lives with his mother (Urvashi) and hangs out with his two friends (Jeeva, Jegan). His life takes a turn when he meets his school friend Swapna (Nakshatra), a software professional. In no time, they fall in love. However, as they get to know each other better, their relationship begins to... Leer todo",No tiene datos,Doo,tt13439214
784,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Sankarankovil,tt13439150
785,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Theneer Viduthi,tt13439236
786,No tiene datos,No tiene datos,Venu Arvind,Venu Arvind,"An ardent fan idolises and aspires to become like Superstar JR, an actor-turned-politician. However, when he finds out a secret about the actor, he decides to compete with him and enters politics.",No tiene datos,Sabash Sariyana Potti,tt13439272
787,No tiene datos,No tiene datos,A. Antony,AshmithaSubashVishnudev,No tiene datos,No tiene datos,Thenkasi Pakkathula,tt13439364
788,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Padai Soozha,tt13439454
789,No tiene datos,No tiene datos,Sai Prasadh,Vijjay AnandIlaaKottai Perumal,No tiene datos,No tiene datos,Aivar,tt13439466
790,No tiene datos,No tiene datos,J.J. Hasen,RakeshArchana Sharma,No tiene datos,115,Ramanathapuram,tt13439192
791,No tiene datos,No tiene datos,Akilan,Rani ChadhurvethiJenifferVivin,No tiene datos,No tiene datos,Thappu,tt13439544
792,No tiene datos,No tiene datos,Sanjay Ram,Sanjay Ram,No tiene datos,No tiene datos,Poova Thalaiya,tt13439328
793,4.3,No tiene datos,Sean Cain,Wes Laurie,"One last job and Love is out of the erotic escort business. Unfortunately, that final job is for a trio of escaped mental patients who are looking to change the world. One victim at a time.",No tiene datos,Breath of Hate,tt1344303
794,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,120,Margazhi 16,tt13439478
795,No tiene datos,No tiene datos,Firose Khan,"Ajmal Khan, Divya Nagesh",No tiene argumento,No tiene datos,Paasakaara Nanbargal,tt13439312
796,6.5,No tiene datos,Paul Verhoeven,Paul Verhoeven,La historia de Lucas y cómo ayuda a los demás como ángel. Este es un drama educativo innovador que se asemeja a un documental.,165,Teenagers,tt1344670
797,7.4,33,Ankush Kohli,Chad Waterhouse,"Set in 1974 Texas, three teen siblings struggle with the death of their father and try to live with their abusive mother. When one of the teens is sent away because the mother can't cope with his autism, the teens embark on a life changing road trip to freedom.",93,Exodus Fall,tt1345466
798,6.8,No tiene datos,Gianni Amelio,"Gianni Amelio, Albert Camus","The first man is an adaptation of the unfinished autobiographical novel ""Le Premier Homme"" by the french writer Albert Camus. It tells the story of Jacques Cormery and his childhood in Algeria.",101,Le premier homme,tt1349457
799,6.2,No tiene datos,Jim Field Smith,Jason Micallef,"In Iowa, a girl in foster care discovers her talent for butter carving and finds herself pitted against an ambitious local woman in their town's annual contest.",91,Butter,tt1349451
800,4.5,No tiene datos,Chris Chow,Chris Chow,"A women with a rare gift to tell the future events goes on an unexpected journey to find truth about life, death, and most important of all, love.",105,Strawberry Cliff,tt1350510
801,No tiene datos,No tiene datos,Daniel Ball,Angelo Rosso,No tiene datos,No tiene datos,My Sister Nina,tt1350542
