,0,1,2,3,4,5,6,7
196,7.4,No tiene datos,Edgardo Vinarao,"Humilde 'Meek' Roxas, Senen Dimaguila, Nestor Mutia","An ex-marine used by police in a drug bust. He escapes a rub-out, and goes after the group who double-crossed him.",No tiene datos,Diskarte,tt0325266
197,6.4,No tiene datos,Augusto Salvador,"Sigfreid Barros-Sanchez, Humilde 'Meek' Roxas","Leon (Revilla), known as Kilabot, is an NBI agent who works as a tattoo artist by day. He retires from his dangerous job after his best pal Kamandag is killed by a mysterious kidnapping syndicate leader. Now a full-time tattoo artist, he meets a young student named Sienna (de Rossi) who secretly works as a bar stripper. While the two are falling for each other, the sy... Leer todo",75,Kilabot at kembot,tt0325684
198,4.6,No tiene datos,Ercan Durmus,Hakan Haksun,"Eray, Servet and Guven are three friends sharing the same house. Servet's ambition to become rich will lead to a series of events that include Guven's alcoholic friend Ender and Eray's ex-lover Hulya.",97,Kolay Para,tt0325694
199,5.1,No tiene datos,Tim Tommasino,"Kristin Hornburg, Valerie Hiatt, Aaron Christopher",Un adolescente con problemas tiene su única oportunidad de redimirse cuando decide competir en un torneo local de paintball.,105,Splat!,tt0327940
200,4.5,78,Jon Stu,Jon Stu,"One of New York's biggest crime heads has offered to let the Ice Grill Bandits in on the biggest heist of the century, but the bandits double cross the mob and make their own deal.",98,Ice Grill,tt0327925
201,5.7,No tiene datos,Rami Imam,"Khaled Sarhan, Hamdy Youssef","The film revolves around Saeed AL-Masri (Adel Imam), one of the pilots of the October War who lost his sight after his plane exploded in the war are forced to live in a home for the blind run by a very bureaucratic turning it into a prison refuses Said what was happening and refused to recognize his powerlessness, it begins in the education of blind Casablanca meaning... Leer todo",113,Amir El Zalam,tt0327419
202,5.1,No tiene datos,Paul Wynne,Michael Legge,"A modern-day retelling of Romeo and Juliette w/a Latino flare. Angelina and Plato want to be together, but her brother has something to say about that! Tensions reac a fever pitch, and before the night is over, one love will be changed forever!",86,Barrio Wars,tt0327469
203,6.2,70,Sarann,Mohan Nair,A hoodlum faces challenges from a rival gangster and local police after falling in love and deciding to go straight.,147,Gemini,tt0327761
204,6.2,No tiene datos,Ricardo Velásquez,Gastón Vizcarra,"20 years ago, he was the most wanted bank robber... now, he's just a legend.",No tiene datos,Django: la otra cara,tt0327646
205,6.5,No tiene datos,Samudra V.,"C.H. Vijay Kumar, Gopalakrishna Paruchuri, Paruchuri Venkateswara Rao","Three brothers would do anything for their only sister. When she is married to the son of a man seeking revenge from their family, the problem begins.",No tiene datos,Siva Rama Raju,tt0329610
206,5.9,No tiene datos,Im Kyung-soo,JK Youn,An average Joe Korean dad is pitted against a bored expert thief specializing in high-tech gadgetry in this thriller-comedy. Sometimes the toughest opponent comes in the strangest of packages.,106,Dodookmatgo motsala,tt0330225
207,6.1,No tiene datos,Chalerm Wongpim,"Pongpat Wachirabunjong, Pongsak Pongsuwan, Thodsapol Siriwiwat","Seven ex-soldiers are hired to rob a group of American GIs' trucks, under the misguided notion that these trucks contain a wealth of treasures. They successfully seize the trucks, only to find that there's nothing precious within. A troop of fully-armed, brutal, not to mention racist GIs, led by Peter, is now after them. At the same time, their former superior (in cha... Leer todo",110,7 pra-jan-barn,tt0329962
208,6.0,No tiene datos,Abdul Majith,S.A. Chandrashekhar,A carefree young man who works as junior lawyer turns into an honest lawyer to avenge his sister and brother-in-law by punishing the villains without taking the law in his own hands.,162,Thamizhan,tt0330977
209,7.0,No tiene datos,Dejan Zecevic,"Biljana Maksic, Dejan Zecevic",The lives of two best friends who work together in a mortuary changes upside down when they answer a call over a cell phone found in the pocket of a fresh body.,95,Mala nocna muzika,tt0331282
210,3.8,No tiene datos,David Huey,"David Huey, Dom Magwili","The President of the United States, Jonathan Caine, prepares to sign a treaty banning chemical weapons. This signature, hoped for many years, is eagerly awaited. However, this gesture for peace does not delight everyone. An unknown terrorist organization appears suddenly. These criminals want to sabotage the treaty. As a warning, they strike a great blow by removing t... Leer todo",94,Power Elite,tt0329508
211,5.4,No tiene datos,Jin-won Choi,"Hwang Sin-hye, Yoon Da-hoon, Min-jong Kim","Two young gangsters move into Incheon with the intent of taking over, but they come up against unexpected opposition from the madam of Incheon's leading hostess bar.",118,Paemilli,tt0330274
212,3.6,No tiene datos,Terry Cunningham,Deverin Karol,Unos terroristas roban la única pista existente sobre un virus mortal que está devastando África.,92,Efecto global,tt0330333
213,No tiene datos,No tiene datos,Angelito J. De Guzman,Angelito J. De Guzman,No tiene datos,No tiene datos,S.E.L.D.A.,tt0330839
214,3.5,No tiene datos,Juan Caceres,Juan Caceres,"Sunshine and America reminisce over a relationship that goes back ""like skellys"".",No tiene datos,Rock Steady,tt0330832
215,4.3,No tiene datos,David Dhawan,"Shahnawaz Ahmed Kenny, Anwar Khan, Yunus Sajawal","A thief pretends to be a cop in order to recover his diamond from a site that has been converted into the police headquarters. Although he becomes a favourite of the ACP, a colleague gets suspicious.",145,Chor Machaaye Shor,tt0331216
216,6.8,No tiene datos,Hansal Mehta,Suparn Varma,"Secret Service Agent, Karan Menon (Kay Kay) has been assigned the task of penetrating the gang and winning the confidence of underworld don, Shastri (Vallabh Vyas). Karan does so with ease, however, problems arise when he falls for Shastri's deputy's Girish (Prashant Narayan) sister, Padmini (Jaya Seal). He then starts to sympathize with Shastri and Girish and attempt... Leer todo",No tiene datos,Chhal,tt0331453
217,7.0,89,N. Linguswamy,N. Linguswamy,"Siva (Madhavan) comes to Madras from a small Tamil Nadu town to study. He instantly falls in love with elusive stranger Priya (Meera Jasmine), who resists his charms quite persistently. Madhavan later discovers that romancing Priya can be a dangerous hobby. Good performances, especially by Raghuvaran as the brother-in-law who can't see eye-to-eye with Siva and by Vive... Leer todo",180,Run,tt0331621
218,5.5,62,Ryûhei Kitamura,"Tsutomu Takahashi, Ryûhei Kitamura, Yûdai Yamaguchi","After survivng his own execution, Tenshu choses to be subjected to the bizarre experiments of the prison officials.",119,Alive,tt0331834
219,6.1,No tiene datos,Krishna Vamsi,"Krishna Vamsi, Kamal Pandey",A couple visits the husband's family in India and finds itself in the middle of a fratricidal battle.,170,Shakthi: The Power,tt0331639
220,6.2,No tiene datos,Sang-Jin Kim,Jonathan Kim,Two inmates successfully escape their prison only to find out that they are among those who'll get early release for the Korean National Liberation day. Now they have to get back into the prison in time to avoid further mayhem.,121,Gwangbokjeol teuksa,tt0333528
221,3.5,No tiene datos,Carlos Gil,"Jorge Berlanga, Aureli De Luna, Carlos Gil",An army pilot who's passionate about his job finds out he has a brain tumor. He decides to continue with his job for as long as possible.,95,Alas rotas,tt0334893
222,6.3,No tiene datos,Quark Henares,Quark Henares,"Cathy, a young and innocent freshman, had a crush on senior hunk, Nick, the campus' basketball star. One day, he came to her and asked her to have dinner and drive her home. One thing led to another until she ended up giving her virginity not knowing that he made a bet with his friends. He dumped her right after he got what he wanted without any explanation. Filled wi... Leer todo",115,Gamitan,tt0336488
223,4.8,No tiene datos,Yeon-woo Lee,"Jun Kwang-ryul, Jeong Woong-in, Ye Ji-won",A detective goes undercover to bust an underground organization responsible for illegally smuggling jewels.,97,2424,tt0335791
224,5.6,No tiene datos,Siu-Hung Chung,"Daniel Wu, Gigi Lai, Stephen Fung","Lon is an assassin who is deformed. The only man he can trust is his brother, Kwan. When Lon kills a police officer, the officer's partner tries to go after him, but lets him go after seeing his face. Meanwhile, Lon falls for Wendy, the girlfriend of Lon's sadistic boss, Dragon. When Lon agrees to kill Dragon for Wendy, it's a setup. After the kill, Lon is hit by a ca... Leer todo",87,Bin lim mai ching,tt0337875
225,5.4,No tiene datos,Paul Borghese,"Paul Borghese, Rich Primo Castaldo, Joe Dinki","Sometimes when you turn over a new leaf all you find is dirt. This is a story that captures the inner struggle of a man determined to change his life and regain his freedom. Gambling debts, a new bride and a baby on the way force New York City street hustler Bobby Venuti (Richard Castellano, Analyze This), to rethink his life style and move upstate. But an ominous clo... Leer todo",84,Four Deadly Reasons,tt0338042
226,8.0,No tiene datos,Andrew Lau,Alan Mak,La historia de un topo del departamento de policía y un agente encubierto. Comparten el mismo objetivo: descubrir al topo y al policía.,101,Juego sucio,tt0338564
227,6.4,32,Adam Bhala Lough,Adam Bhala Lough,"A tribute to graffiti art and the city where it all began. Blest, a 19-year-old graffiti writer, has just graduated from high school. With no ambition toward mainstream goals of work and family, he spends his time bombing the city with graffiti messages until he and his crew become the most wanted bombers by the corrupt NYPD Vandal Squad. He even attracts major media ... Leer todo",91,Bomb the System,tt0337585
228,5.7,No tiene datos,Mahesh Manjrekar,Mahesh Manjrekar,"Following in his father's footsteps, a man grows up to be a dreaded gangster and faces professional and personal trauma in his life.",140,Hathyar: Face to Face with Reality,tt0337633
229,7.2,No tiene datos,Wojciech Wójcik,"Pawel Mossakowski, Anna Swierkocka, Maciej Swierkocki","In the mid-1960s, a respected surgeon dreams of leaving Poland to see his wife and daughter in England. To get the money for his escape, he needs to consider taking part in a bank robbery.",102,Tam i z powrotem,tt0338481
230,4.0,No tiene datos,Janusz Zaorski,"Jaroslaw Hess, Marek Nowowiejski, Janusz Zaorski",Two unlikely high-school friends share a common passion for computer hacking. Problems arise when their abilities are noticed by a group of gangsters.,90,Haker,tt0338086
231,6.2,No tiene datos,Tom Thurman,Tom Marksbury,"When World War II broke out, John Ford, in his forties, commissioned in the Naval Reserve, was put in charge of the Field Photographic Unit by Bill Donavan, director of the soon-to-be-OSS. During the war, Field Photo made at least 87 documentaries, many with Ford's signature attention to heroism and loss, and many from the point of view of the fighting soldier and sai... Leer todo",56,John Ford Goes to War,tt0338163
232,4.8,No tiene datos,Chi-Sing Cheung,Chi-Sing Cheung,No tiene argumento,89,Gwaai sau hok yuen,tt0339831
233,5.8,No tiene datos,Kent R. Karemaker,Kent R. Karemaker,"When a college student, Jason, realizes the death of his best friend is more than it seems, he tries to make sense of the mystery with the help of Police Chief Ted Arbogast. Arbogast admits that the friend's death is no shock to him and by no means the first. He tells Jason how the strange deaths and other acts of crime surrounding Stalling Falls are caused by an alie... Leer todo",No tiene datos,Raising Dead,tt0339557
234,5.9,100,Dave Hendrie,"Dave Hendrie, Jim Korris",No tiene argumento,No tiene datos,Nowhere to Hide,tt0339457
235,5.2,63,Peter John Ross,"Milan A. Cargould, Peter John Ross",No tiene argumento,No tiene datos,New World,tt0340268
236,3.0,No tiene datos,Ravi Dewan,"Ravi Dewan, Imtiaz Hussain","Arch killer, Jai alias Jimmy usually follows instructions from his elder brother, Raghav who owes intelligence to an underworld don named Dayal Bhai. Jimmy whole-heartily trusts his childhood friend, Sameer Deshmukh and Raghav but Jimmy's close acquaintances advises him not to fully trust both as none of them are what they claim they are - Sameer is a police officer w... Leer todo",No tiene datos,Annarth,tt0338721
237,3.8,No tiene datos,Manoj Agrawal,Rajeev Kaul,"Kishan Oberoi (Shammi Kapoor) has three sons Dilip (Shakti Kapoor), Ashish (Rana Jung Bahadur), and Raj (Govinda). While Dilip and Ashish are married, Raj is in love with Meena (Preeti Jhangiani). Kishan does not trust his two elder sons, but trusts Raj, and Raj in turn, is devoted to his dad. One day Raj loses his mind in an accident, and the two elder brothers begin... Leer todo",100,Waah! Tera Kya Kehna,tt0339878
238,2.9,No tiene datos,David DeCoteau,Barry L. Levy,Jeff is ecstatic when he lands a job with one of New York's wealthiest financial firms. But the real secret to their success is an animal instinct that turns them into werewolves.,85,Lobos de Wall Street,tt0339918
239,5.1,No tiene datos,Ten Shimoyama,"Ushio Higushi, Kongoh, Tetsuya Oishi","In the year 2009, a young policeman must collapse a Yakuza family whose members make a large profit with a new drug.",92,Fuego en la sangre,tt0340227
240,7.8,No tiene datos,Krishna Vamsi,"Krishna Vamsi, Uttej, Satyanand","Koti, an aspiring actor, rickshaw driver Amjad and Radha Krishna, a cop, have all been affected by terrorism. Circumstances bring them together and they decide to foil the plan of a dreaded terrorist.",142,Khadgam,tt0339252
241,6.4,No tiene datos,Takashi Yamazaki,"Takashi Yamazaki, Kenya Hirata",A young woman from the future forces a local gunman to help her stop an impending alien invasion which will wipe out the human race.,116,Returner,tt0339579
242,2.2,No tiene datos,Erdal Murat Aktas,Haluk Özenç,A villain plots to steal the mummy of Ramses IV by kidnapping archaeologist Yahya.,105,Mumya Firarda,tt0339421
243,4.3,No tiene datos,Bee Chan,Paul Chung,"In Hong Kong, an elite gang of robbers - regarded as somewhat of a crime dream team - is formed, each member selected for their previous well-planned, swift, and successful operations. They are fearless and lethal, even going so far as to kill an undercover cop to humiliate the police. However, internal strife is brewing among the team. Three of its members plot to ge... Leer todo",80,Wang hang ba do,tt0339496
244,6.5,No tiene datos,Fred Olen Ray,"Steve Latshaw, Fred Olen Ray","Welcome to the Alabama independent wrestling circuit. It's the middle of the summer -temperature 110 degrees. At the high school gym, to the sounds of hoots and screams from a very vocal and emotional audience, aging wrestling legends such as the Iron Sheik and Bullet Bob Armstrong battle with and against local professional competition. Behind the scenes you will meet... Leer todo",60,Southern Discomfort: Wrestling on the Indie Circuit,tt0339712
245,4.2,No tiene datos,Jeong-gu Kim,"Jeong-gu Kim, Ji-sang Lee, Hee-il Leesong","An omnibus of 4 short, erotic stories: Story 1- Wonjeok Woiseon Story 2- Macho sanyang ggundeul Story 3- Body Story 4- Haji.",98,Sajaseongeo,tt0340328
246,3.9,No tiene datos,Harry Baweja,"Anees Bazmee, Amit Khan, Atul Sharma","Suraj, an orphaned policeman, was abandoned by his biological mother for unknown reasons. Constantly haunted by his past, he sets out to find his parents.",173,Karz: The Burden of Truth,tt0342624
247,4.9,35,Indra Kumar,"Rajeev Kaul, Tanveer Khan, Praful Parekh","Suraj Singh (Anil Kapoor) is in love with the beautiful and wealthy Komal (Karisma Kapoor). They dream of their perfect family together but her arrogant father Yashpal Chaudhary (Amrish Puri) detests Suraj because he is a middle-class youth, with no riches whatsoever. Komal cuts all ties with her father, marries Suraj, and is soon pregnant. Komal and her estranged fat... Leer todo",164,Rishtey,tt0341549
248,6.4,No tiene datos,Kim Ki-duk,Kim Ki-duk,"Un soldado monitorea un tramo de una playa de alta infiltración, bordeado con cercas de alambre de púas. Impulsado por la creencia de que matar a un espía es el mayor honor, espera la oportunidad de demostrar su valía.",91,Hae anseon,tt0341384
249,6.8,No tiene datos,Wah-Chuen Lam,Wah-Chuen Lam,A revolver falls into the hands of series of characters from the bustling district of Mongkok to the mainland port city of Shenzhen.,84,Zouhou qiang,tt0341129
250,4.1,No tiene datos,Partho Ghosh,"Pradeep Ghatak, Anwar Khan","When anarchy prevails and the screams of the downtrodden become lifeless, a saviour is born to eliminate the tyrants and put an end to their immoral activities. Surajbhan (Mukesh Rishi) is the name of one such despot and Shantinagar is the base of his illegal activities. D.C.P. Shrivastav (Mohan Joshi) and Inspector Thapar (Shiva) are hand-in-glove with him. Krishna (... Leer todo",117,Maseeha,tt0341458
251,6.2,No tiene datos,Benjamin Eicher,"Simon Mora, Randolf Sandmann",No tiene argumento,88,Schluss mit Mudder,tt0340960
252,5.5,No tiene datos,Siu-Tung Ching,Jing Wong,"40 niñas de 13 años son secuestradas y entrenadas a la fuerza durante 6 años para convertirse en sexys asesinas. Las supervivientes se convierten en las mejores asesinas internacionales, conocidas como China Dolls. CIA les sigue la pista.",92,Arma desnuda,tt0341495
253,No tiene datos,No tiene datos,Felix E. Dalay,Felix E. DalayNavette A. Silorio,No tiene datos,No tiene datos,Gising na si Adan,tt0343723
254,6.9,No tiene datos,Marco Mak,Si-Cheun Lee,"(Cantonese with English subtitles) After serving years of jail time, triad gang member Joe is released and gets a job at a restaurant owned by his close friend, Dick, who has connections to the mob. When Joe learns of a plot against Dick's life, he is again drawn into a life of crime.",91,Hak do fung wan,tt0343757
255,5.3,No tiene datos,Wojciech Wójcik,"Bogdan Lata, Maciej Swierkocki, Wojciech Wójcik",No tiene argumento,120,Bez litosci,tt0342980
256,6.7,No tiene datos,Fernando Poe Jr.,"Manny R. Buising, Pablo S. Gomez","Army Major Ruben Medrano was once pat of an elite anti-kidnapping task force until an unfortunate incident during an operation got him suspended and sent back to Manila. There he tries to renew ties with his daughter Marissa, who has been living with his dead wife's sister Mariel. Marissa refuses her father because of all his shortcomings in the past. Nevertheless, Ru... Leer todo",102,Batas ng lansangan,tt0343411
257,5.3,No tiene datos,Gerald Barclay,Gerald Barclay,"After his son is killed in a drive-by shooting, Black lives for revenge. He surges through a wave of violence, but an unexpected love compels his heart to view other ways. Will he be able to escape the blood on his hands and start fresh?",83,Bloody Crisis,tt0344942
258,6.0,No tiene datos,Augusto Salvador,Peque Gallaga,No tiene argumento,115,Ang agimat: Anting-anting ni Lolo,tt0346482
259,6.3,No tiene datos,Jannik Johansen,"Jannik Johansen, Anders Thomas Jensen","Mick and Tom are an unlikely father-son team of petty thieves. They've been hired to steal a painting from a museum. By accident, they steal the wrong painting: Denmark's only original Rembrandt masterpiece, worth millions.",109,Rembrandt,tt0345853
260,6.2,86,Mel Chionglo,Jun Lana,"Viveca is happily married to Cholo, a renowned and respected psychiatrist. She has an appetite for men, for quick, and sometimes very dangerous sexual adventures. Viveca had a one-time affair with Andre, a DJ who is bored with his life.",98,Two Timer,tt0344507
261,8.1,No tiene datos,Edgardo Vinarao,"Senen Dimaguila, Humilde 'Meek' Roxas","Insp. Randy Tuazon (Rudy Fernandez) led the raid of the satanic cult that were responsible for killing virgin women. They thought they had already destroyed the cult when they killed its leader, Remo Torres. Several years later, panic strikes the quiet town when a priest is mysteriously killed. When Randy's search for the main suspect is unsuccessful, psychic Paula (R... Leer todo",101,Hula mo huli ko,tt0345412
262,6.1,No tiene datos,William Mayo,Jerry O. Tirazona,"A semi-fictonal account about the life of Filipino hero Lapu-Lapu before, during, and after the fateful Battle of Mactan",125,Lapu-Lapu,tt0345547
263,5.5,No tiene datos,Fernando Poe Jr.,Manny R. Buising,No tiene argumento,100,Ang alamat ng lawin,tt0346489
264,6.0,No tiene datos,Jim Malone,Satoshi Tajiri,Two thieves take control of an ancient weapon designed to defend the canal city of Altomare.,80,Héroes Pokémon,tt0347791
265,No tiene datos,No tiene datos,Ed Joson,Eddie GarciaRonald Gan LedesmaEddie Gutierrez,No tiene datos,No tiene datos,Bro... Kahit saan engkwentro,tt0349172
266,No tiene datos,No tiene datos,Jesús Paredes,René Cardona Jr.,No tiene datos,120,Detras del paraíso,tt0348919
267,7.5,No tiene datos,Ben Feleo,Ben Feleo,"Follow the adventure of Sherlock, a private detective and, Orot, a street-smart fellow as they track down the syndicate behind a jewelry robbery.",115,D' Uragons,tt0349302
268,5.6,No tiene datos,Rudy Dominguez,Rey DannAllona AmorLara Morena,No tiene datos,95,Teteng baliw,tt0350196
269,7.5,No tiene datos,Shawn Woodard,J. Marcus Canty,A defense lawyer witnesses the murder of a federal informant by Ricco's hit squad. He is caught in the middle as he attempts to rescue a beautiful young woman from Ricco's hit men. They must expose the crime boss's secrets to the world.,120,R.I.C.C.O.,tt0350051
270,4.5,22,Aziz Sejawal,"Imtiaz Patel, Yunus Sajawal","Popular but lonely Bollywood actress Rani lives a fairly isolated life, through publicly she is thronged by fans, and has taken to drinking alcohol in a big way. Thus intoxicated she runs her vehicle into a young man named Pappu, who suffers minor injuries. He recognizes her, and tells her that he is her number one fan and will do anything for her. She wants him to ki... Leer todo",140,Chalo Ishq Ladaaye,tt0348824
271,No tiene datos,No tiene datos,Omar McClinton,"Omar Mc, Clinton","Anchored in a ""direct from the headlines"" story, we follow the developments of two police officers that are tried for murder when they mistakenly shoot and kill an innocent eleven year old African American boy and the racial violence / moral dilemma that ensues when the officers are set free.",No tiene datos,Riot of the Mind,tt0350060
272,8.7,No tiene datos,Baldo Marro,"Baldo Marro, Jerry O. Tirazona","Mando, Evita, and Rene must survive a haunted house to discover the wonders of a vacation home.",94,Parola - Bilangguang walang rehas,tt0349941
273,No tiene datos,No tiene datos,Angelito J. De Guzman,Angelito J. De Guzman,No tiene datos,104,Mapupulang rosas,tt0349787
274,No tiene datos,No tiene datos,Jett C. Espiritu,Jett C. Espiritu,No tiene datos,95,Halik sa aking lupa,tt0349525
275,No tiene datos,No tiene datos,Jose 'Kaka' Balagtas,Jose 'Kaka' Balagtas,No tiene datos,No tiene datos,Walang iba kundi ikaw,tt0350301
276,4.0,No tiene datos,William Mayo,"Wilmer P. Cruz, William Mayo","In this action/horror movie, a gun-slinging vampire fights his bloodthirsty instincts while doing battle with the leader of a werewolf family.",110,Pistolero,tt0349969
277,No tiene datos,No tiene datos,Ronald Gan Ledesma,No tiene datos,No tiene datos,No tiene datos,Hanggang kailan ako papatay para mabuhay,tt0349527
278,No tiene datos,No tiene datos,Toto Natividad,Henry Nadong,No tiene datos,No tiene datos,Walang iwanan... Peksman!,tt0350302
279,No tiene datos,No tiene datos,Eugene Asis,Eugene AsisSonny Valencia,No tiene datos,No tiene datos,Sabayan sa laban,tt0350080
280,5.9,No tiene datos,Chad Meserve,"Jon Artigo, Chad Meserve",Nothing ever happens in the small New England town of Rutland. But everything changes one autumn day when two high school students disappear and a dead body is discovered in the woods. This quiet community is turned upside down as inept local authorities attempt to put all the pieces together. Will the struggling cable access reporter crack the case? Can the school ja... Leer todo,100,"Rutland, USA",tt0350076
281,4.0,No tiene datos,Akarapol Akarasaranee,"Arnut Rapanit, Buntita Thanwisate","Bangkok, 1960- It was an innocent time, a time for pastel dresses, jukebox music and Elvis worship. Even in Bangkok, the boys did their hair like James Dean and the girls wore outfits with an eye towards prudence. At one of the local dances, attended to by all the young people in town, a boy meets a girl. As they dance together for the first time, a love is born. And ... Leer todo",No tiene datos,Ko lang wang,tt0350645
282,6.0,70,Jason Stutter,"Jason Stutter, Jemaine Clement","The Tongan Ninja is sent by his master to the island of New Zealand to help a floundering Chinese restaurant, but the mysterious Mister Big sends numerous villains to prevent the eatery's success.",83,Tongan Ninja,tt0352925
283,3.3,100,Anita M. Cal,Anita M. CalFeltina L. Means,No tiene datos,No tiene datos,The Trial,tt0352935
284,6.9,No tiene datos,Robert Houston,Dan De LucaLuis Da Silva Jr.Brian Dragonuk,No tiene datos,No tiene datos,American's Most Wanted,tt0353178
285,6.7,No tiene datos,Nikos Nikolaidis,Nikos Nikolaidis,"A cynical man, along with a 19 year old musician, a former lover, an alcoholic client of a bar and a black strip club dancer are involved with anarchist mood in a dangerous game with drugs godfathers of the night, cops and media.",121,O hamenos ta pairnei ola,tt0352531
286,4.2,No tiene datos,Diego Shaalo,Diego Shaalo,Pantera and Alejandro join forces to make a robbery and flee the country.,No tiene datos,El día del retiro,tt0354533
287,5.2,No tiene datos,Rajasenan,"Siby K. Thomas, Udaykrishnan",Anandakuttan has to bring home his sister who had ran away with a Tamilian.,149,Malayalimamanu Vanakkam,tt0355729
288,No tiene datos,No tiene datos,Rubén González,"Eric del Castillo, Juan Peláez, Lorena Herrera",No tiene argumento,No tiene datos,Comando M-5,tt0356479
289,3.2,No tiene datos,Shaji Kailas,S. Suresh Babu,"Brothers Kasinathan and Swaminathan strive for the good of their village. But after Swaminathan dies mysteriously, Kasi investigates and eventually take his place as the new patriarch.",No tiene datos,Thandavam,tt0357236
290,4.9,No tiene datos,Biju Varkey,"Dennis Joseph, Ajith Prathap","Phantom Pailey (Mammootty) is a very mysterious stranger with that seems a shady background that arrives in a village , and helps the people fight against local goons.",120,Phantom,tt0357009
291,6.5,No tiene datos,John Henry Richardson,"Andy Briggs, David A. Davidson, Lancelot F. Smith","Six friends find themselves diverted from a rock gig to a fight for their lives. Lost and afraid they soon discover their refuge is not the sanctuary of a hospital they first thought and find themselves in a bizarre struggle with Lydia, a Demonic Siren who needs to keep them alive so that she can perform the Dark Passage of Four that will grant her immortality.",No tiene datos,Screaming Night,tt0356009
292,5.1,No tiene datos,Vinayan,"Kaloor Dennis, Vinayan",A poor mute man and a rich deaf-mute woman fall in love and they elope as their love is not supported by the woman's family.,No tiene datos,Oomappenninu Uriyadappayyan,tt0356970
293,No tiene datos,No tiene datos,Matthew Bentley,Matthew Bentley,No tiene argumento,No tiene datos,Another Bobby O'Hara Story...,tt0357429
294,3.3,No tiene datos,K. Madhu,Babu Janardanan,"After learning about Jimmy's talents, a minister makes him the secretary of his political party. However, things turn upside down when his own party member tries to plot against him.",149,Chathurangam,tt0357536
295,6.3,No tiene datos,A.K. Sajan,A.K. Santhosh,"Saathan, a thug, rapes Angelina who later becomes pregnant. Over time he falls in love with her but his gang leader does not approve of their relationship.",No tiene datos,Stop Violence,tt0357203
296,1.6,No tiene datos,James Archer,"Brian G. Mc, Farland","John Telliman, a rich lawyer who rides bikes on the weekends, falls into some trouble with a gang of outlaw bikers and gets a case in his possession that will only bring him misery. So...what's in the case, and why do they want it?",90,Leather and Iron,tt0359587
297,7.9,45,Bill Askew,Bill AskewJeff Hirbour,No tiene datos,87,The Gray Man,tt0360615
298,No tiene datos,No tiene datos,London Smith,London Smith,No tiene datos,No tiene datos,Not It!,tt0360843
299,5.2,No tiene datos,Bob Daniher,Bob DaniherLou GabelloJohn Morris,No tiene datos,50,Secret Agent Bob,tt0360967
300,6.2,No tiene datos,Kenny Saylors,"Kenny Saylors, Kyle Saylors",No tiene argumento,92,Almost Time,tt0361296
301,No tiene datos,No tiene datos,Enrique Murillo,"Jorge Vargas, Jesús Briones, Dacia Arcaraz",No tiene argumento,90,Por un puñado de tierra,tt0364606
302,No tiene datos,No tiene datos,Christian González,Christian González,"Amezcua is a corrupt police officer who recruits petty criminals for kidnappings in Mexico City. 'La Banda del Antrax,' his latest production, is in the midst of kidnapping a young female executive in order to collect a large ransom. However, he runs into a few setbacks when another officer, Solis starts investigating this kidnapping.",90,La banda del Antrax,tt0364224
303,5.0,No tiene datos,Takis Papagiannidis,"Mimis Androulakis, Takis Papagiannidis",No tiene argumento,114,To mystiko tou Noemvri,tt0363821
304,8.3,No tiene datos,Joel Apuyan,Senen DimaguilaJimmy Oe,No tiene datos,No tiene datos,Hustler,tt0365351
305,5.8,No tiene datos,Konrad Niewolski,"Radoslaw Hendel, Piotr Kozarzewski, Konrad Niewolski",Darek is arrested by police while having a large amount of drugs in his car. His childhood friends try to help him and find out who gave Darek such a dose and informed the cops. Who is to blame and who can be trusted?,77,D.I.L.,tt0366332
306,5.2,No tiene datos,Marko Raat,"Andres Maimik, Marko Raat","Hans Wild Duck Gens, an old school industrial spy becomes suicidally jealous when the firm brings in a German performance artist who becomes not only the top agent, but also replaces him in his girlfriend Monika's affections.",78,Agent Sinikael,tt0367480
307,5.5,No tiene datos,Kittikorn Liasirikun,"Sorapong Chatree, Akara Amarttayakul, Seri Wongmontha","A group of Katoeys (ladyboys) are caught in a border dispute after their plane crashes, when a group of six straight soldiers reluctantly takes on a mission to save them.",95,Saving Private Tootsie,tt0365719
308,7.5,No tiene datos,Said C. Naciri,Jay Guffey,No tiene datos,90,The Keys,tt0365406
309,6.2,No tiene datos,Xiaoning Feng,Xiaoning Feng,"Heroic and love story of Mongolian warrior Gada who won the title of ""Meilin"" for his bravery and loyalty.",109,Gada Meilin,tt0367765
310,6.2,No tiene datos,Antonino Ballestrazzi,"Antonino Ballestrazzi, Sebastián Lelio, Claudia Menéndez",No tiene argumento,110,Fragmentos urbanos,tt0367750
311,5.6,No tiene datos,Chalart Sriwanna,Sunthon Phu,"Two princes get banned from Rattana by their father, King Sudas. During their journey, one of the brothers, Apai Mani, gets kidnapped by a giant sea witch who fell in love with him. His brother Sri Suvan and a couple of warriors want to rescue him.",87,Phra apai mani,tt0368145
312,6.2,No tiene datos,Yûsuke Iseya,Yûsuke Iseya,"Ryo is given the job of selling a smoke carton full of ecstasy by a big yakuza boss. While at the bosses place he gets high on both acid and cocain. Later, while leaving, he accidently drops the carton. Later he meets up with two friends and realises he's lost the ecstasy. The three friends drive around for a while until Ryo remembers he must have dropped it just outs... Leer todo",108,Kakuto,tt0366659
