,0,1,2,3,4,5,6,7
1536,No tiene datos,No tiene datos,Jenny Gärtner,Jenny Gärtner,No tiene argumento,No tiene datos,Aimbot,tt10308068
1537,No tiene datos,No tiene datos,Ahmed Khaled Farag,Ahmed Khaled Farag,No tiene datos,No tiene datos,The Woman Who Predicted Her Own Death,tt10323164
1538,No tiene datos,No tiene datos,Alexandre Bilardo,Alexandre Bilardo,"In a cabin on the edge of a forest, Karen, Keeper of the Hourglass, Master of Time, relives moments of her life and sends herself a last message through time.",14,Le Sablier,tt10324186
1539,10.0,No tiene datos,Samuel C. Morrison Jr.,J. Branden Turner,A war veteran's attempt to get past his decades-long pain of unrequited love begins to affect his perception of reality.,6,Years,tt10332270
1540,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt10342478
1541,No tiene datos,No tiene datos,Azadeh Nikzadeh,Azadeh Nikzadeh,The Girl sitting Here tackles the culture of sexual violence against women in the Middle East as we follow Bahar getting pushed to into a temporary marriage.,4,The Girl Sitting Here,tt10348936
1542,No tiene datos,No tiene datos,Jennifer Reeder,Jennifer Reeder,A young woman struggling with loss fakes a pregnancy and lies to the lesbian couple she is supposed to be surrogate for. The discovery of the dead body of a woman about her age helps her to cope.,13,Forevering,tt10348902
1543,10.0,No tiene datos,Angela Matemotja,Lita Lopez,A grieving sister finds a ray of light amidst the darkness with the help of an unusual balloon.,No tiene datos,The Good Balloon,tt10350572
1544,No tiene datos,No tiene datos,Joel Ström,Joel Ström,No tiene datos,No tiene datos,The Simplicity of Life,tt10350920
1545,No tiene datos,No tiene datos,Karin Lee,"Sunny Chen, Odessa Shuquaya, Simon Chin",No tiene argumento,No tiene datos,Ts'ekoo Cha Ke: The Girl with Big Feet,tt10353864
1546,No tiene datos,No tiene datos,Bahador Adab,Bahador Adab,No tiene argumento,No tiene datos,Peyman,tt10358578
1547,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt10365704
1548,5.6,No tiene datos,Hlumela Matika,"Mbulelo Grootboom, Masego Naledi, Noluthando Ndlovu",A coming of age story. The eldest daughter Khanya has her period while waiting out her fathers horse gambling addiction. Film explores the tensions in father daughter relationships.,14,Tab,tt10363182
1549,No tiene datos,No tiene datos,Senie Priti,Senie Priti,"The fragile relationship between a father and daughter is tested, when an unexpected call jeopardizes their time together.",No tiene datos,Alba,tt10365862
1550,No tiene datos,No tiene datos,Yung-Chih Hsu,Yung-Chih Hsu,"Thomas, a sensitive and stubborn eleven-year-old boy, tries to make sense of his feelings for his piano teacher.",30,Piano Lessons,tt10369560
1551,No tiene datos,No tiene datos,James Allodi,James Allodi,No tiene datos,17,Bella Wild,tt10373668
1552,No tiene datos,No tiene datos,James Allodi,James AllodiCarl Knutson,No tiene datos,18,Delivery,tt10373608
1553,5.6,No tiene datos,Kris Niklison,Kris Niklison,"In a remote and arid place, three people lead a monotonous life. Every day the man and his peon go to plow the land while the woman feeds the animals and washes the clothes. When an unexpected event breaks that routine, oppression and cruelty will manifest themselves without limits.",19,Dogs,tt10376530
1554,No tiene datos,No tiene datos,Catherine Vouvray,Catherine Vouvray,"Stacey, a middle school student, gets suspended for attacking a boy on her first day back at school after a long absence.",No tiene datos,Suspended,tt10378806
1555,No tiene datos,No tiene datos,Mitchell LeBlanc,"Mitchell Le, Blanc",A pianist struggles to finish a song when visited by a stranger.,15,Melody,tt10381288
1556,6.0,No tiene datos,Benjamin Steiger Levine,"Greg Kaufman, Benjamin Steiger Levine",Marco and Polo Go Round is a comedic love story with a very surreal twist. A couple confronts the difficulties in their relationship as gravity turns on its head and their world literally falls apart around them.,12,Marco & Polo Go Round,tt10383780
1557,5.3,No tiene datos,Megan Tremethick,Megan Tremethick,A naive potential candidate repeatedly gambles for acceptance at a prestigious drama school.,No tiene datos,Slot,tt10388514
1558,No tiene datos,No tiene datos,Dame Pierre,Ciera Angelia,A woman with mysterious abilities travels to a home with a deadly secret.,22,Nola,tt10397810
1559,7.4,No tiene datos,Terry Loane,"Gerard Mc, Carthy",Johnny wants to wear a dress for his upcoming First Holy Communion.,No tiene datos,Just Johnny,tt10399532
1560,No tiene datos,No tiene datos,Mara Linsener,Mara Linsener,"The Russian investigative journalist Daria chose to flee to Berlin. Living in exile she fights with paranoia and remorse, until her past catches up with her present life.",No tiene datos,Seelenschatten,tt10426186
1561,No tiene datos,No tiene datos,James T. Cernero,James T. Cernero,No tiene argumento,No tiene datos,Carrol Lynn,tt10431668
1562,No tiene datos,No tiene datos,Diana Stefanescu,Diana Stefanescu,"Have you ever imagined that random gestures of kindness with purity of soul can ignite something inside of us, thereby flowing into those we interact with, creating an infinite wave that shall be felt in the entirety of humanity with the passing of time? Tina Filipascu, a gentle old woman in her 80s, is well prepared to spend the final days of her life in a nursing ho... Leer todo",No tiene datos,"Tinerete, dulce batranete...",tt10433734
1563,No tiene datos,No tiene datos,Ella Jones,Charlotte Hamblin,"When a mysterious young woman turns up on Ruth's doorstep, she's blindsided by her feelings for her. Little does she know why she's there and just who she has fallen for.",No tiene datos,Petra,tt10449406
1564,8.0,No tiene datos,Jonatan Egholm Keis,Jonatan Egholm Keis,"Villiam goes on a trip to a vacation house with Bjørn and his friends only to discover that things are not the way they used to be between them, and that Bjørn has invited him for a very specific reason.",34,"Sail On, My Love",tt10451004
1565,8.0,No tiene datos,Bastien Solignac,Bastien Solignac,"Eighteen-year-old Étienne is trying to find his place in his family. His father, a former skinhead, can no longer stand his son's indolent, lazy, dreamy and nocturnal behavior.",28,Apatrides,tt10461698
1566,No tiene datos,No tiene datos,Nader Farahwaschy,"Nader Farahwaschy, Amin Seqatchi","The pickup driver Sina and his brother Behrouz, are both confronted with existential toubles: Sina being in the middle of a divorce, his younger brother about to ruin the family buisiness. Both on the road close to the Iranian-Afghan border, loaded with a cargo of seemingly unknown content, they embark on a journey, whose course they could not had foreseen.",13,Donkeys,tt10464802
1567,No tiene datos,No tiene datos,Royce Leii,"Royce Leii, Nolan Rudi","When the family road trip to Mexico is abruptly interrupted by a turbulent carjacking, Fernando, stranded and desperate, must accept the help of a mysterious stranger.",No tiene datos,Conductor,tt10474800
1568,No tiene datos,No tiene datos,Cassandra Thomas,Jonnie Hurn,"Traumatised by an abusive past, Sebastian finds work with a family as a groom in a polo yard. When charged with trying to re-train Liberty, an unhand-able, failed racehorse, Sebastian bonds with the wayward animal and secretly trains as a polo player ultimately changing both their lives.",22,Riding Liberty,tt10479784
1569,No tiene datos,100,Seayoon Jeong,Seayoon Jeong,A woman contemplates her life as she suffers from anxiety and depression.,4,Captive,tt10482866
1570,No tiene datos,No tiene datos,Jumic Emma Anderson,"Ebenezer Andoh, Jumic Emma Anderson","A short teen drama, melodrama that explores love in its many forms-romantic and platonic; through the eyes of two teenagers. That innocent inclusiveness it can be built upon.",No tiene datos,A Better Friend,tt10483856
1571,9.3,No tiene datos,Abigail Prade,Abigail Prade,A Vietnamese woman enters a marriage of convenience with a disabled American war veteran and struggles to balance her new life with her personal desires.,20,A Mutual Understanding,tt10487984
1572,No tiene datos,No tiene datos,Zoe Deleon,Zoe Deleon,No tiene argumento,No tiene datos,Girl Beast,tt10498052
1573,No tiene datos,No tiene datos,Georgia Azoulay,"Georgia Azoulay, Félixe De Becker","Behind the curtain of a prestigious symphony, Louise fights against her predator.",No tiene datos,Ictus,tt10509924
1574,No tiene datos,No tiene datos,C.S. Hughes,C.S. Hughes,"A story of two friends who are trying to change their lives for the better, but the same old mistakes seem to keep getting in their way. Will this time be any different?",No tiene datos,Silver Flask,tt10517736
1575,No tiene datos,No tiene datos,Seth Christian,Seth Christian,"During her last days, a grandmother finds a special bond between her past and her granddaughter.",No tiene datos,Radley,tt10518812
1576,No tiene datos,No tiene datos,Mmabatho Montsho,Mmabatho Montsho,"On what should be the most prestigious day of her 8 years on earth, Princess Mahakwe is humiliated in front of the whole school.",9,The Award Ceremony,tt10522608
1577,No tiene datos,No tiene datos,Morgan Coffman,Morgan Coffman,No tiene datos,No tiene datos,Rachel in the Dark Room,tt10533540
1578,No tiene datos,No tiene datos,Will Kim,Will Kim,"""The Hole"" is about a mother bird with a big hole in her heart, on a journey of searching for her baby son that fails to fly and accidentally falls into a hole. With an original sound track by Green Seo, Will Kim uses watercolor animation technique to reflect on his personal and universal experience of tragedy and despair.",4,The Hole,tt10544106
1579,7.9,No tiene datos,Alexandr Borecky,Alexandr Borecky,"Three friends, that had known each other since they were little kids, have decided to spend a night out together. Leo, a person that relies heavily on their friendship, is realising how much he has been lacking behind in his life when he sees his how much his friends grew as people, outside their little circle. This makes Leo reconsider his approach to life and also m... Leer todo",18,Origin,tt10544116
1580,9.5,No tiene datos,Samik Roy Choudhury,Samik Roy Choudhury,"The story revolves around 90s Kolkata. Daichi Dutta, an average man in his late 30s, grew up being bullied for his name and various other reasons. He practices law in a leading and old law firm under a celebrity lawyer. He happens to reminisce about his past whenever there's a case of divorce and separation. And separating kids from their father hurts him a lot. Such ... Leer todo",No tiene datos,Okiagari,tt10545658
1581,7.6,No tiene datos,Rakib Erick,Rakib Erick,"After years of estrangement, a daughter finally attempts to reconnect with her father.",12,Boshack,tt10546172
1582,8.4,No tiene datos,Joffre Faria Silva,Joffre Faria Silva,"Bullied at school because of his father's sexuality, Beckett takes matters into his own hands.",19,Being Brave,tt10551584
1583,No tiene datos,No tiene datos,Ermir M. B.,Ermir M. B.,No tiene argumento,No tiene datos,Fighting Ghosts,tt10553408
1584,No tiene datos,No tiene datos,Peter Marsden,"Peter Marsden, Jamie Robson","Struggling to deal with a tragic loss, Derrik Jones retreats inwards - reinventing himself as a spiritual leader.",No tiene datos,The Truth About Dreaming,tt10553930
1585,No tiene datos,No tiene datos,Jody Bryce Phelps,Jody Bryce Phelps,No tiene argumento,3,Eingehüllt,tt10560282
1586,No tiene datos,No tiene datos,Will Schneider,Will Schneider,A depressed lunch lady finds new meaning in her mundane life when she falls for a troubled janitor.,No tiene datos,Ageusia,tt10573952
1587,No tiene datos,No tiene datos,Spencer Longmore,"Spencer Longmore, William Shakespeare","A unique modern retelling of Shakespeare's famous classic, updating the timeless story, while maintaining it's original themes and dialog, in a contemporary setting.",No tiene datos,Othaniel,tt10592782
1588,No tiene datos,No tiene datos,Amy Poux,Amy Poux,No tiene argumento,No tiene datos,Do-Nothings,tt10607058
1589,No tiene datos,No tiene datos,Jaime Bennington,Jaime Bennington,There is a man by the door in a raincoat smoking a cigarette.,35,A Chant,tt10622284
1590,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,Port Tesaturi,tt10634918
1591,No tiene datos,No tiene datos,Jess Collett,"Kiriem Bello, Jess Collett, Tolu Stedford","Abigail is a patient on Ward M7 with Dissociative Personality Disorder, along with her other personalities Debra and Bola. She is also the chief suspect in a murder case. Struggling new father, DCI Baba has found himself trapped in a cycle of interviews with her, desperately seeking answers, that she just can't give him. However, not all is as it seems, and as the fil... Leer todo",No tiene datos,Baba,tt10645274
1592,8.0,No tiene datos,Leena Pendharkar,Leena Pendharkar,"Rakhi Singh, a poised businesswoman, struggles to care for her Alzhiemer's stricken mother, amid mounting family tensions.",12,Awaken,tt10648352
1593,No tiene datos,No tiene datos,Sandra Garcia-Arceo,"Cole Mc, Kisson, Riley Porter, Duncan Star-Boszko","Morris, a recent widower, struggles with his loss while being forced to move out of his lifelong home. With the help of Tabitha, his lively sister-in-law and best friend, he must learn to find humor in the darkest of places and begin coming to terms with his new life and identity.",No tiene datos,Rotten,tt10655036
1594,8.2,No tiene datos,Mat Johns,Mat Johns,"Rabia and Maddie, a pupil and teacher, form a friendship under the unlikeliest of circumstances.",18,Inertia,tt10665422
1595,No tiene datos,No tiene datos,Tina Carbone,Jaclyn Jasgur,No tiene argumento,No tiene datos,Sorry for Your Loss,tt10681682
1596,No tiene datos,55,Patric James Callahan,"Patric James Callahan, Devin Lee White",A young Hippie living the dream in 1969 suddenly comes to a halt when he gets drafted into the Vietnam war.,No tiene datos,1969,tt10685024
1597,No tiene datos,No tiene datos,Rob Haffey,Rob Haffey,"A man and woman longing for companionship meet for a first date. Their sincere efforts to connect with one another are soon challenged as disturbing inner demons bubble to the surface, threatening to ruin the night not only for them but for everyone else in the restaurant.",No tiene datos,Sick Fuck,tt10691448
1598,No tiene datos,No tiene datos,Craig Hinde,David Baboulene,A love story.,No tiene datos,Bella,tt10699260
1599,7.8,No tiene datos,Samuel R. Gibson,Samuel R. Gibson,"Christmas Eve, 1977. Two brothers are connected to strangers through a mysterious light in the sky.",37,Bright,tt10697676
1600,3.0,No tiene datos,Faraz Arif Ansari,Faraz Arif Ansari,"Sheer Qorma is a story of belonging and acceptance, identity and family told through courageous, queer women choose to embrace love that exists beyond their personal beliefs and social moralities.",30,Sheer Qorma,tt10709592
1601,No tiene datos,No tiene datos,Maria McIndoo,Tina Alexis Allen,No tiene argumento,No tiene datos,Mind Games,tt10716904
1602,No tiene datos,No tiene datos,Andrew Acedo,Andrew Acedo,The story of a man ready to sing (to someone).,20,Sing (to me),tt10738602
1603,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,"In fata marii, sub glia temeteului",tt10736286
1604,No tiene datos,No tiene datos,Jason Snellman,Jason Snellman,"After surviving an attempt on his life, a disgraced police officer enlists the help of his partner to seek revenge.",30,A Blue Shroud,tt10736172
1605,7.6,No tiene datos,Louise Kärsbo Svanerud,Evelina Saulo,No tiene argumento,No tiene datos,Mustard,tt10746680
1606,No tiene datos,No tiene datos,Emilie Kroyer Koppel,"Emilie Kroyer Koppel, Lucas Lynggaard",No tiene argumento,No tiene datos,Akvarium,tt10768602
1607,No tiene datos,No tiene datos,Alba Roland Mejia,"Saida Edwards, Jon Warfield Harrison, Alba Roland Mejia","My Own Mecca is a story of a young man, Dre, and his relationship with his vessel. We learn how he must contort into different versions of himself in order to navigate through his world. The plot follows Dre living his day to day life in Oakland, California. Dre and his wife, Anyssa, are soon to be moving to a new location but are struggling to find the right spot due... Leer todo",No tiene datos,My Own Mecca,tt10782720
1608,No tiene datos,60,Alexis Sallee,Alexis Sallee,No tiene argumento,No tiene datos,Who We Are,tt10786894
1609,No tiene datos,No tiene datos,Patrick Weiers,Patrick Weiers,"Struggling with depression, a famous vlogger travels to Asia and documents his search for dopamine.",11,I Hope They Remember My Name,tt10790184
1610,No tiene datos,No tiene datos,Chen Zheng,"Qiaoer Zhang, Yongkang Peng, Xintong Zeng","May 2018, a small city in Southern China, hot and humid. Lila(27) is escaping from this sad place after having a fight with her violent boyfriend. Trees and electric poles are passing outside of the cabinet window. Lila is on the train to another city to visit her college best friend Lucas(27). After Lila arrives, Lucas accommodates her to his place to help her relax.... Leer todo",No tiene datos,Heat,tt10805740
1611,No tiene datos,No tiene datos,Maayan Amzallag,Maayan AmzallagAlon Levy,No tiene datos,17,Beast Show,tt10814820
1612,No tiene datos,No tiene datos,James Carrillo,Nancy Rodriguez,No tiene argumento,No tiene datos,Quiet Storms,tt10815898
1613,No tiene datos,91,Scott Nielsen,Scott Nielsen,No tiene argumento,No tiene datos,Alone,tt10833172
1614,9.4,No tiene datos,David Bengtsson,"David Bengtsson, Gustav Bengtsson","A passionate artist (Torasidis) with a series of eye-catching and bestial works in the luggage, decides to do his last work of art. In the film we follow Torasidis as a passionate and innovative artist. After earlier provocative works, he now wants to go one step further.",No tiene datos,Torasidis Last Masterpiece,tt10834016
1615,6.4,No tiene datos,Ania Gauer,Ania Gauer,"Marion has just moved to the German side of the French-German border to follow her boyfriend - Lukas - who recently got a job in a theater company. On the day of her 28th birthday, Lukas surprises Marion by proposing to her. Aged now 29 and 28, they have been together for three years and are the happy owners of a brand new house - all the ingredients are gathered to b... Leer todo",34,Comme des grands,tt10837310
1616,No tiene datos,No tiene datos,Skipper Elekwachi,"Minji Chang, MASUMIEmily Shah",No tiene argumento,No tiene datos,CheckMate,tt10838698
1617,No tiene datos,No tiene datos,Kimberley Lasi,Kimberley Lasi,No tiene argumento,No tiene datos,Where I'll Stay,tt10843204
1618,No tiene datos,No tiene datos,Ben Bocko,"Ben Bocko, James Ciskanik, Emily De, Ville","Sara is in a state of mental adversity. Following the death of her father and the foreclosure of her childhood home, she experiences an internal breakdown that tangles her reality.",No tiene datos,Gamut,tt10849714
1619,8.5,No tiene datos,Benjamin Cleary,"Benjamin Cleary, Michael O'Connor",A visual feast set in the imaginative mind of a heartbroken panda named Herbie who has recently broken up with his girlfriend Rice. Herbie is an illustrator and through his art we delve back through the memories of his relationship from the heartbreaking end to the beautiful beginning.,20,Glimpse,tt10855054
1620,No tiene datos,No tiene datos,Sej Saraiya,Sej Saraiya,"The life of a retired, widowed professor is challenged when a young couple moves in next door. Burning to find answers and unearth the truth about his deceased wife, he follows them into the forest. What he finds there will change his life forever.",20,The Curious Woods,tt10863602
1621,No tiene datos,No tiene datos,Obie Dean,John Collings,It's 3.15PM. A group of 5 women are in a room with 6 chairs a Tupperware box and half a sandwich.,No tiene datos,Ex's Anonymous,tt10868062
1622,8.5,No tiene datos,Akanksha Cruczynski,"Akanksha Cruczynski, Felicia Ferrara",No tiene argumento,14,Close Ties to Home Country,tt10874280
1623,No tiene datos,61,Nicole Pott,Nicole Pott,"Three weeks prior to the biggest fight of her life, a young female boxer is left broken after tragedy floors her aspirations.",No tiene datos,Powerless,tt10883230
1624,No tiene datos,No tiene datos,Sunniva Lind Høverstad,Sunniva Lind Høverstad,"A slice of life portrait of a destructive relationship, detailing the 15 minute buildup of a domestic abuse incident in real time.",No tiene datos,Attachment,tt10889752
1625,No tiene datos,No tiene datos,Burak Oguz Saguner,Burak Oguz Saguner,"Two exiles who are more than just good friends are in search of one another, but their only means of communication is bottle messaging. Will they ever find each other?",12,Wayfarers,tt10907898
1626,No tiene datos,57,LuvLeighAn Clark,"Luv, Leigh, An Clark","Sara expected to have a long happy life with her husband Doug. But cancer has other plains. Finally Sara has had enough. No medical treatment is or will help her, it is just helping cancer killer her slowly and very painfully. So she enlists the help of her husband to end her life. what we call the humane way out; if she where an animal.",No tiene datos,Sarah's Choice,tt10907150
1627,No tiene datos,No tiene datos,Francesca Floris,"Francesca Floris, Davide Petrosino","S'ammuttadori es parte de nosu.* He knows us all. But how much do we know him? As much as we know ourselves. Anna and Las are both experiencing a busy night full of nightmares. Each of them fights with their ammuntadore, or rather, with their own perception of it. The ammuntadore, in Sardinian culture, represents the demon of the night. He assaults us while we sleep a... Leer todo",No tiene datos,S'ammutadori,tt10905828
1628,No tiene datos,No tiene datos,Michael Blundell-Lithco,Michael Blundell-Lithco,"Two homeless runaways spend a night sheltered from the cold, only to encounter more risk.",No tiene datos,Night Hoppers,tt10911990
1629,No tiene datos,No tiene datos,Martin Carton,"Martin Carton, Maxime Despiau",No tiene argumento,24,Les piliers défaillants,tt10913636
1630,9.4,89,Zachary Coffin,Zachary Coffin,Two monks on a mission choose very different paths.,6,Deliverance,tt10920502
1631,6.9,No tiene datos,Tom Campbell,Tom Campbell,A Mixed Martial Arts fighter wrestles with the news she is pregnant in the lead up to the most important fight of her career.,14,The Bends,tt10923116
1632,7.4,No tiene datos,Tom Ruddock,Tom Ruddock,"Two years after climbing Ben A'an, a once love struck couple return to repeat the steep hike, this time with a challenge that wasn't on the map.",25,Ben,tt10941044
1633,No tiene datos,83,Anna Niebert,"Jay Dallen, Shaelan O'Connor","Grieving the suicide of her best friend, a young college student decides to take matters into her own hands and confront the perpetrator that caused her friends downward spiral.",No tiene datos,Rose,tt10947128
1634,7.6,No tiene datos,Stewart Hannah,Stewart Hannah,Matt attends group therapy to open up about being raped.,10,Wrecked,tt10949052
1635,No tiene datos,No tiene datos,Peter Mahan,"Eric Scott, Howland Crowe, Peter Mahan",A drug addict must choose between killing a man to get out of debt or being torn apart by the ruthless drug dealer he owes money to.,No tiene datos,Under the Mercy,tt10949768
1636,No tiene datos,No tiene datos,Frederick Tabiyus Nah IV,Frederick Tabiyus Nah IV,"Diminished chronicles a young, talented musician who must learn that failure and loss can be the catalysts that sparks our creativity and the foundation that anchors our magnum opus. Diminished in our modern vernacular means to make or become less. In regards to music, diminished is a particular chord which is not a commonly used because of its dissonant, unique sound... Leer todo",33,Diminished,tt10952024
1637,No tiene datos,No tiene datos,Jesserey Tugas,Jesserey Tugas,"In downtown Las Vegas, Vic, a middle aged bartender searches for a young girl's father who neglectfully abandons her in a casino lounge.",No tiene datos,All-In,tt10953880
1638,No tiene datos,No tiene datos,Andrew Carter,Kahlil Maskati,"""Uncle"" captures the essence of an Indian-American father/son relationship told through three car rides over ten years.",12,Uncle,tt10954458
1639,7.1,No tiene datos,Morad Mostafa,Morad Mostafa,"Mariam goes to a public hospital with her husband and her daughter, bleeding and suffering from a severe pain in her abdomen.",25,What We don't know about Mariam,tt10959348
1640,No tiene datos,No tiene datos,Rauli Ylitalo,Rauli Ylitalo,No tiene argumento,No tiene datos,Lennä,tt10961188
1641,No tiene datos,No tiene datos,Rubén Pascual Tardío,Rubén Pascual Tardío,No tiene argumento,No tiene datos,Es Navidad,tt10959336
1642,No tiene datos,No tiene datos,Chris Henry,"Allan Wayne Anderson, Teon Kelley, Andrea Clark Meier",Two friends in search of an urban myth encounter a strange force beyond their control.,No tiene datos,Fish Out of Water,tt10969224
1643,No tiene datos,No tiene datos,Braden Friedman,Braden Friedman,"A single mom and her two kids think they've won a million dollars through the McDonald's Monopoly Game, but when a game piece goes missing- the family is thrown into disarray.",No tiene datos,Monopoly Game,tt10980954
1644,No tiene datos,No tiene datos,Brian Naughton,Samuel Breedlove,A high school pianist's entire world comes crashing down when he begins to lose his hearing,No tiene datos,Making Beethoven Proud,tt10994156
1645,No tiene datos,No tiene datos,Kristi Hoi,Kristi Hoi,A man's life in three vignettes as he navigates his sexual identity amidst tradition in Hong Kong's notorious Kowloon Walled City.,No tiene datos,"No Law, No Heaven",tt11000672
1646,No tiene datos,No tiene datos,Randy Valdes,Randy Valdes,"Marlie, a dutiful assistant who dreams of being the theater's next star, struggles to wrangle a flamboyant cast of characters for a closing performance of ""The Bitter Tears of Petra von Kant"" their adaptation of Fassbinder's text. Along the way she learns that what she thought would bring her closer to her big break, is actually what is keeping her from her dreams. De... Leer todo",30,Petra,tt11004574
1647,No tiene datos,No tiene datos,Didi Asuzu,Ashley Behrend,Two people from vastly different lives sharing a moment that could change each other's futures forever. One offers the other a choice which leads them to discover intimate details about themselves and each other.,12,Chasing Cars,tt11011272
1648,No tiene datos,No tiene datos,Billy Williamson,T.O. Dee,No tiene argumento,No tiene datos,The Ghost of Something More,tt11021772
1649,No tiene datos,No tiene datos,Cameron Morton,Cameron Morton,"In the fall out of a sexual experience marked by muddy lines of consent, Laia slips into a late-night diner where she finds unexpected solace.",10,Whalebone,tt11042878
1650,9.1,No tiene datos,Tom Morgan,"Tom Morgan, Jacob Sherwood","Wracked with guilt, Mark, young and unemployed, turns to alcohol to cope with his depression. However, he is forced to confront his dark past when he attends a house party and things take a dramatic turn.",31,Grey Sea,tt11043522
1651,5.9,No tiene datos,Kerry Chalmers,Nicholas Surges,"Tyler, a young gay man who is HIV positive, must deal with the demons of his past when he is confronted by a mysterious woman.",16,Mummy Brown,tt11044090
1652,No tiene datos,No tiene datos,Derek Zen,Derek Zen,No tiene datos,No tiene datos,Cassoulet,tt11046630
1653,No tiene datos,No tiene datos,Osvaldo Ozuna,Osvaldo Ozuna,"Years after being separated from his mother at the southern border, young Dominik is forgetting the details of her face. He must have to confront his darkest fears in order to draw an accurate portrait of his mother and save the memory.",No tiene datos,Ink,tt11050440
1654,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt11055560
1655,No tiene datos,No tiene datos,Lilia Le Dieu,Konstantin Pivovar,Man frees his ego and learns a hard lesson of pure selflessness when the stranger asks for his help.,No tiene datos,Breadcrumbs,tt11061916
1656,No tiene datos,No tiene datos,Natasha Maidoff,Natasha Maidoff,A narrative film that touches on the issues of opiate orphans effected by the opiate crisis in southeast Ohio. The film was shot on location in the foothills of Appalachia.,No tiene datos,The Fullest Day of Summer,tt11065194
1657,No tiene datos,No tiene datos,Peter Pontikis,Peter Pontikis,Three young men accidentally sets fire to a hedgehog while make a fire.,10,Beneath the fire,tt11070724
1658,No tiene datos,No tiene datos,Kirsty Mclean,Kirsty Mclean,"A teenage boxer tries to fill her idolised and abusive fathers space in the family, after his sudden passing.",12,Opal,tt11081318
1659,No tiene datos,No tiene datos,Robert Gregson,Robert Gregson,"After a blowout fight, Julia's boyfriend is perfect but eerily unrecognizable.",13,A Good Couple,tt11083280
1660,6.5,No tiene datos,Dheeraj Jindal,"Sudeep Nigam, Parijat Joshi",A small town girl with many aspirations has moved to a metro city to fulfill her dreams. Now what if she needs to choose between justice and her dreams?,No tiene datos,Vikalp,tt11086286
1661,No tiene datos,No tiene datos,Alana Spencer,Bilan Robleh,No tiene argumento,No tiene datos,Gud,tt11086104
1662,No tiene datos,No tiene datos,Ori Manahan,Ori Manahan,A homeless man spends his life surviving day to day in a monotonous cycle. Each day simply fades into the next. But one day he gets an idea that will transform his life. The only question is: what will he do with his newfound opportunities?,No tiene datos,Greg,tt11092496
1663,No tiene datos,88,Molly Shears,Molly Shears,"After the sudden death of her older brother, Dezzy spends her summer break encountering mysterious creatures, including a doormat-stealing cousin and a beast in the woods.",16,Middle of Nowhere,tt11095494
1664,No tiene datos,No tiene datos,Michelle Godoy Priske,Natalie Farrow,An aspiring singer headed to LA learns a hard lesson about rest on the road of life in pursuit of her dreams.,No tiene datos,The Long Haul,tt11101812
1665,No tiene datos,17,Mina Soliman,Mina Soliman,No tiene argumento,No tiene datos,Going Under,tt11112028
1666,No tiene datos,No tiene datos,Jay Nunez,"Ruben Avitia, Jay Nunez","As if Salvatore ""The Don"" Pazzarelli didn't have enough to deal with being investigated by law enforcement, now he has to worry about his daughter Alison going to jail over something found in her car. It's at this point The Don calls in an old family friend Detective Frank Sandstrom to assist in ""helping"" out his old friends.",No tiene datos,The Don,tt11114792
1667,No tiene datos,No tiene datos,Bridget Pervalle,Bridget PervalleAbike Washington,No tiene datos,No tiene datos,"Wanda, Do the Work",tt11121578
1668,No tiene datos,No tiene datos,Rishi Gandhi,"Rishi Gandhi, Dexter John Scott","Rajan's relationship with his father fractures under the weight of his mother's illness, that has turned her into an undead zombie.",No tiene datos,Mater Mortis,tt11126992
1669,No tiene datos,No tiene datos,Edmond Mandro,Edmond Mandro,"His son's autism syndrome caused an emotional earthquake in the life of Sajmir which shook not only the foundations of the family, but also the love he has for his wife, Elsa. Sajmir became more introverted and the mask of the clown came to his help, whereas Elsa tries not to lose any of them. However, getting to know Alvin, his colleague's child with autism, made Saj... Leer todo",19,The Clown,tt11131160
1670,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt11137438
1671,No tiene datos,No tiene datos,Rachel Earnest,"Rachel Earnest, Ashley Monti","In love with her best friend who has just married someone else, a young college student, still living at home, becomes confounded by faith and ultimately must risk telling her parents who she really is in order to save herself.",No tiene datos,Moving Out,tt11136418
1672,7.3,No tiene datos,Leila Jordi,Leila Jordi,No tiene argumento,No tiene datos,Nagypapa,tt11138236
1673,8.3,No tiene datos,Eric Bizzarri,Pony Nicole Herauf,"A young woman's grand finale in her pursuit of artistry, and Dallas.",9,"I Wanna Make a Movie, or I Wanna Die Trying",tt11151074
1674,No tiene datos,No tiene datos,Konstantin Pivovar,Konstantin Pivovar,"Year 2025: the presence of God is a proven fact. A young painter has to get a permission from the Priest in order to leave this world. However, the reasons she states are not as obvious as they seem first.",No tiene datos,Paintless,tt11155802
